,page,doctorate,len_page,female,male,category,count,nobel_field
15131,Alan Mitchell,0,1243,False,True,20th-century_biologists,1,Physiology or Medicine
15132,Archibald Sim Montgomrey,0,1242,False,True,20th-century_biologists,1,Physiology or Medicine
15133,Hilda Murrell,0,3647,True,False,20th-century_biologists,1,Physiology or Medicine
15134,Emilia Frances Noel,0,932,True,False,20th-century_biologists,1,Physiology or Medicine
15135,Jean O'Neill,0,1649,True,False,20th-century_biologists,1,Physiology or Medicine
15136,William Henry Pearson,0,1048,False,True,20th-century_biologists,1,Physiology or Medicine
15137,Caroline Pellew,0,990,True,False,20th-century_biologists,1,Physiology or Medicine
15138,Norah Lillian Penston,0,359,True,False,20th-century_biologists,1,Physiology or Medicine
15139,John Percival (botanist),0,1759,False,True,20th-century_biologists,1,Physiology or Medicine
15140,Frances Perry,0,1386,True,False,20th-century_biologists,1,Physiology or Medicine
15141,David Prain,0,1998,False,True,20th-century_biologists,1,Physiology or Medicine
15142,Charles H. Bennett (physicist),0,1949,False,True,20th-century_physicists,1,Physics
15143,Ghillean Prance,0,2634,False,True,20th-century_biologists,1,Physiology or Medicine
15144,Jean M. Bennett,0,977,True,False,20th-century_physicists,1,Physics
15145,Chrystabel Procter,0,1082,True,False,20th-century_biologists,1,Physiology or Medicine
15146,Willard Harrison Bennett,1,514,False,True,20th-century_physicists,1,Physics
15147,John Albert Raven,0,2796,False,True,20th-century_biologists,1,Physiology or Medicine
15148,William R. Bennett Jr.,1,2001,False,True,20th-century_physicists,1,Physics
15149,Carleton Rea,0,1130,False,True,20th-century_biologists,1,Physiology or Medicine
15150,Richard E. Berendzen,0,6600,False,True,20th-century_physicists,1,Physics
15151,Eleanor Mary Reid,0,1602,True,False,20th-century_biologists,1,Physiology or Medicine
15152,Lloyd Berkner,0,1212,False,True,20th-century_physicists,1,Physics
15153,Alfred Barton Rendle,0,1233,False,True,20th-century_biologists,1,Physiology or Medicine
15154,Theodore H. Berlin,1,1282,False,True,20th-century_physicists,1,Physics
15155,Richard Hook Richens,0,1606,False,True,20th-century_biologists,1,Physiology or Medicine
15156,Stella Ross-Craig,0,1397,True,False,20th-century_biologists,1,Physiology or Medicine
15157,Clifford Berry,0,824,False,True,20th-century_physicists,1,Physics
15158,Edward James Salisbury,0,1888,False,True,20th-century_biologists,1,Physiology or Medicine
15159,Hans Bethe,0,12866,False,True,20th-century_physicists,1,Physics
15160,Robert T. Beyer,0,1260,False,True,20th-century_physicists,1,Physics
15161,Munro Briggs Scott,0,746,False,True,20th-century_biologists,1,Physiology or Medicine
15162,Lawrence Biedenharn,0,1521,False,True,20th-century_physicists,1,Physics
15163,Bertram Smythies,0,1867,False,True,20th-century_biologists,1,Physiology or Medicine
15164,Paul Alfred Biefeld,1,760,False,True,20th-century_physicists,1,Physics
15165,Mary Snow,0,1425,True,False,20th-century_biologists,1,Physiology or Medicine
15166,Bruce H. Billings,1,890,False,True,20th-century_physicists,1,Physics
15167,Marie Stopes,1,11798,True,False,20th-century_biologists,1,Physiology or Medicine
15168,George Taylor (botanist),0,1278,False,True,20th-century_biologists,1,Physiology or Medicine
15169,Joseph L. Birman,0,1005,False,True,20th-century_physicists,1,Physics
15170,William Turner Thiselton-Dyer,0,1428,False,True,20th-century_biologists,1,Physiology or Medicine
15171,Francis Bitter,1,1586,False,True,20th-century_physicists,1,Physics
15173,William R. Blair,1,2237,False,True,20th-century_physicists,1,Physics
15174,Percy Thrower,0,2700,False,True,20th-century_biologists,1,Physiology or Medicine
15175,John M. Blatt,0,1688,False,True,20th-century_physicists,1,Physics
15176,Charlotte Georgina Trower,0,764,True,False,20th-century_biologists,1,Physiology or Medicine
15177,Walker Bleakney,1,869,False,True,20th-century_physicists,1,Physics
15178,Tom Tutin,0,1457,False,True,20th-century_biologists,1,Physiology or Medicine
15179,Felix Bloch,0,4049,False,True,20th-century_physicists,1,Physics
15180,David H. Valentine,0,1582,False,True,20th-century_biologists,1,Physiology or Medicine
15181,Katharine Burr Blodgett,1,3377,True,False,20th-century_physicists,1,Physics
15182,Claude Wardlaw,0,1120,False,True,20th-century_biologists,1,Physiology or Medicine
15183,Hendrik Wade Bode,1,7987,False,True,20th-century_physicists,1,Physics
15184,William Watson (botanist),0,595,False,True,20th-century_biologists,1,Physiology or Medicine
15185,Marian Muriel Whiting,0,788,True,False,20th-century_biologists,1,Physiology or Medicine
15186,David Bohm,0,7710,False,True,20th-century_physicists,1,Physics
15187,Richard Bolt,1,1042,False,True,20th-century_physicists,1,Physics
15188,Harold Woolhouse,0,630,False,True,20th-century_biologists,1,Physiology or Medicine
15189,João Pedro de Magalhães,0,1045,False,True,Microbiologists,1,Physiology or Medicine
15190,Tom W. Bonner,0,1406,False,True,20th-century_physicists,1,Physics
15191,Henry G. Booker,1,812,False,True,20th-century_physicists,1,Physics
15192,Farooq Azam,0,1360,False,True,Microbiologists,1,Physiology or Medicine
15193,Eugene T. Booth,0,2632,False,True,20th-century_physicists,1,Physics
15194,Anwar Nasim,0,1349,False,True,Microbiologists,1,Physiology or Medicine
15195,Winston H. Bostick,1,725,False,True,20th-century_physicists,1,Physics
15196,Firuddin Babayev,0,1075,False,True,20th-century_biologists,1,Physiology or Medicine
15197,Frederick Sumner Brackett,1,923,False,True,20th-century_physicists,1,Physics
15198,Elena Barulina,0,2203,True,False,20th-century_biologists,1,Physiology or Medicine
15199,Norris Bradbury,0,4712,False,True,20th-century_physicists,1,Physics
15201,Hugh Bradner,1,7119,False,True,20th-century_physicists,1,Physics
15202,Georgij Karlovich Kreyer,0,815,False,True,20th-century_biologists,1,Physiology or Medicine
15203,Lewis M. Branscomb,1,2254,False,True,20th-century_physicists,1,Physics
15204,Herman Branson,1,1937,False,True,20th-century_physicists,1,Physics
15205,Ida P. Mandenova,0,680,True,False,20th-century_biologists,1,Physiology or Medicine
15206,Robert Brattain,0,3534,False,True,20th-century_physicists,1,Physics
15207,Platon Sergeevich Panjutin,0,1203,False,True,20th-century_biologists,1,Physiology or Medicine
15208,Walter Houser Brattain,1,5195,False,True,20th-century_physicists,1,Physics
15209,Rubin Braunstein,1,1880,False,True,20th-century_physicists,1,Physics
15210,Dmitry Pryanishnikov,0,853,False,True,20th-century_biologists,1,Physiology or Medicine
15211,Mack A. Breazeale,0,1361,False,True,20th-century_physicists,1,Physics
15212,Lidia Palladievna Sergievskaya,0,804,True,False,20th-century_biologists,1,Physiology or Medicine
15213,Gregory Breit,0,1215,False,True,20th-century_physicists,1,Physics
15214,Ljubov Nikolaevna Vassiljeva,0,1211,True,False,20th-century_biologists,1,Physiology or Medicine
15215,Ferdinand Brickwedde,1,874,False,True,20th-century_physicists,1,Physics
15216,Yury Nikolaevich Voronov,0,693,False,True,20th-century_biologists,1,Physiology or Medicine
15217,Percy Williams Bridgman,1,4419,False,True,20th-century_physicists,1,Physics
15218,Anton Romanovich Zhebrak,0,977,False,True,20th-century_biologists,1,Physiology or Medicine
15219,Léon Brillouin,0,2475,False,True,20th-century_physicists,1,Physics
15220,Qodir Zokirov,0,383,False,True,20th-century_biologists,1,Physiology or Medicine
15221,William F. Brinkman,0,1426,False,True,20th-century_physicists,1,Physics
15222,Hans Günther Aach,0,397,False,True,20th-century_biologists,1,Physiology or Medicine
15223,Roy F. Brissenden,0,1374,False,True,20th-century_physicists,1,Physics
15224,Johannes Abromeit,0,759,False,True,20th-century_biologists,1,Physiology or Medicine
15225,Robert Brode,1,2762,False,True,20th-century_physicists,1,Physics
15226,Rose Marie Dähncke,0,1308,True,False,20th-century_biologists,1,Physiology or Medicine
15227,John H. Brodie,1,739,False,True,20th-century_physicists,1,Physics
15228,Helga Dietrich,0,1002,True,False,20th-century_biologists,1,Physiology or Medicine
15229,D. Allan Bromley,1,2317,False,True,20th-century_physicists,1,Physics
15230,George Karsten,0,837,False,True,20th-century_biologists,1,Physiology or Medicine
15231,Harvey Brooks (physicist),1,586,False,True,20th-century_physicists,1,Physics
15232,Klaus Kubitzki,0,1876,False,True,20th-century_biologists,1,Physiology or Medicine
15233,Harrison Brown,0,2251,False,True,20th-century_physicists,1,Physics
15235,Thomas Townsend Brown,0,3375,False,True,20th-century_physicists,1,Physics
15236,Hartmut K. Lichtenthaler,1,2704,False,True,20th-century_biologists,1,Physiology or Medicine
15237,William Fuller Brown Jr.,0,2138,False,True,20th-century_physicists,1,Physics
15238,Fritz Netolitzky,1,822,False,True,20th-century_biologists,1,Physiology or Medicine
15239,Solomon J. Buchsbaum,1,2520,False,True,20th-century_physicists,1,Physics
15240,Leopold Quehl,0,716,False,True,20th-century_biologists,1,Physiology or Medicine
15241,William L. Burke,0,862,False,True,20th-century_physicists,1,Physics
15242,Annelis Schreiber,0,819,True,False,20th-century_biologists,1,Physiology or Medicine
15243,Nina Byers,1,1286,True,False,20th-century_physicists,1,Physics
15245,Herbert Callen,0,1735,False,True,20th-century_physicists,1,Physics
15247,Chester Carlson,0,10367,False,True,20th-century_physicists,1,Physics
15248,Vera Lebedeva,0,1085,True,False,20th-century_physicians,1,Physiology or Medicine
15249,Carol G. Montgomery,0,822,False,True,20th-century_physicists,1,Physics
15250,Dmitry Ott,0,428,False,True,20th-century_physicians,1,Physiology or Medicine
15251,Herman Carr,1,799,False,True,20th-century_physicists,1,Physics
15252,Jacques F. Acar,0,848,False,True,Microbiologists,1,Physiology or Medicine
15253,George F. Carrier,1,3224,False,True,20th-century_physicists,1,Physics
