,page,field,count_female_words,count_male_words,count_nonbinary_words,doctorate,len_page
17023,Anna Glasier,20th-century_English_medical_doctors,13,0,0,0,1110
17024,Michael Goldacre,20th-century_English_medical_doctors,0,9,0,0,903
17025,William Walton Gooddy,20th-century_English_medical_doctors,0,17,0,0,1642
17026,James Goodhart,20th-century_English_medical_doctors,0,32,0,0,1092
17027,Mary Gordon (prison inspector),20th-century_English_medical_doctors,59,5,6,0,3210
17028,Richard Gordon (English author),20th-century_English_medical_doctors,0,13,0,0,1795
17029,James Learmonth Gowans,20th-century_English_medical_doctors,1,17,0,1,1304
17030,George Graham (physician),20th-century_English_medical_doctors,0,15,0,0,1787
17031,John Grant (novelist),20th-century_English_medical_doctors,1,9,0,0,1217
17032,Thomas Cecil Gray,20th-century_English_medical_doctors,2,21,2,0,1464
17033,Brian Greenwood,20th-century_English_medical_doctors,0,5,1,0,1478
17034,Colin Gregory,20th-century_English_medical_doctors,8,34,4,0,4028
17035,Wilfred Grenfell,20th-century_English_medical_doctors,0,20,1,0,1924
17036,Arthur Guirdham,20th-century_English_medical_doctors,0,16,0,0,1200
17037,H. E. B. Bruce-Porter,20th-century_English_medical_doctors,0,34,1,0,1323
17038,Walter Hadwen,20th-century_English_medical_doctors,12,0,0,0,892
17039,William Hale-White,20th-century_English_medical_doctors,0,17,3,0,1457
17040,Charles Nicholas Hales,20th-century_English_medical_doctors,0,13,0,0,1703
17041,Francis de Havilland Hall,20th-century_English_medical_doctors,0,34,4,1,2561
17042,Anita Harding,20th-century_English_medical_doctors,0,5,0,0,1017
17043,Thomas Lionel Hardy,20th-century_English_medical_doctors,20,0,1,0,1341
17044,Dorothy Christian Hare,20th-century_English_medical_doctors,3,27,3,0,1425
17045,John B. Harman,20th-century_English_medical_doctors,0,7,0,0,1050
17046,Peter Harper (geneticist),20th-century_English_medical_doctors,0,45,2,0,3595
17047,Evan Harris,20th-century_English_medical_doctors,0,13,0,0,1216
17048,Bernard Hart,20th-century_English_medical_doctors,0,25,0,0,1393
17049,Francis Dudley Hart,20th-century_English_medical_doctors,0,0,0,0,525
17050,William Hartston (physician),20th-century_English_medical_doctors,0,9,1,0,1334
17051,Robert Havard,20th-century_English_medical_doctors,0,8,0,0,785
17052,Clifford Frank Hawkins,20th-century_English_medical_doctors,0,10,0,0,757
17053,F. R. G. Heaf,20th-century_English_medical_doctors,0,12,0,0,994
17054,William Heasman,20th-century_English_medical_doctors,7,0,0,0,888
17055,Robert Henderson (physician),20th-century_English_medical_doctors,0,17,0,0,1068
17056,Thomas Henderson (cricketer),20th-century_English_medical_doctors,1,35,1,0,1566
17057,John Henry (toxicologist),20th-century_English_medical_doctors,0,20,1,0,934
17058,Percy Herring,20th-century_English_medical_doctors,3,33,1,0,1697
17059,Wilmot Herringham,20th-century_English_medical_doctors,0,15,0,0,943
17060,"Charles Hill, Baron Hill of Luton",20th-century_English_medical_doctors,0,53,4,0,6307
17061,Harold Percival Himsworth,20th-century_English_medical_doctors,0,29,0,0,4139
17062,Eric John Holborow,20th-century_English_medical_doctors,0,12,0,0,946
17063,John Holford,20th-century_English_medical_doctors,0,81,2,0,2238
17064,Robert Edgar Hope-Simpson,20th-century_English_medical_doctors,0,24,1,0,1815
17065,"Thomas Horder, 1st Baron Horder",20th-century_English_medical_doctors,2,45,1,0,2584
17066,John Horder,20th-century_English_medical_doctors,0,15,1,0,965
17067,Percival Horton-Smith Hartley,20th-century_English_medical_doctors,3,10,2,0,1197
17068,Leslie Housden,20th-century_English_medical_doctors,0,8,0,0,437
17069,Peter Howard (RAF officer),20th-century_English_medical_doctors,12,0,0,0,1047
17070,Philip Hugh-Jones,20th-century_English_medical_doctors,0,26,0,0,1548
17071,Thomas Cecil Hunt,20th-century_English_medical_doctors,0,13,1,0,495
17072,Donald Hunter (physician),20th-century_English_medical_doctors,28,1,1,0,1200
17073,Arthur Frederick Hurst,20th-century_English_medical_doctors,0,4,0,0,214
17074,Francis Hutchinson (physician),20th-century_English_medical_doctors,0,23,1,0,1562
17075,Woods Hutchinson,20th-century_English_medical_doctors,1,42,0,0,2250
17076,Bill Inman,20th-century_English_medical_doctors,0,7,0,0,276
17077,Harry Sinderson,20th-century_English_medical_doctors,11,0,0,0,807
17078,Elizabeth Jacobs (politician),20th-century_English_medical_doctors,0,9,0,0,846
17079,David Jennens,20th-century_English_medical_doctors,0,29,0,0,1738
17080,Nigel Jerram,20th-century_English_medical_doctors,0,46,0,0,1861
17081,Tony Jewell (doctor),20th-century_English_medical_doctors,0,87,3,0,3755
17082,Donald Johnson (British politician),20th-century_English_medical_doctors,0,18,0,0,1786
17083,Hilary Jones (doctor),20th-century_English_medical_doctors,0,0,0,0,513
17084,Kenneth David Keele,20th-century_English_medical_doctors,3,0,0,0,619
17085,William Henry Kelson,20th-century_English_medical_doctors,0,7,0,0,234
17086,Charles Kent (rugby union),20th-century_English_medical_doctors,2,29,4,0,3401
17087,Milo Keynes,20th-century_English_medical_doctors,0,60,3,0,1603
17088,Henry Valentine Knaggs,20th-century_English_medical_doctors,0,22,2,1,1494
17089,Frank Lake,20th-century_English_medical_doctors,0,14,0,0,1838
17090,Charles Ernest Lakin,20th-century_English_medical_doctors,0,24,1,0,2163
17091,Francis Laking,20th-century_English_medical_doctors,22,1,0,0,1077
17092,Walter Langdon-Brown,20th-century_English_medical_doctors,0,12,1,0,1310
17093,Peter Wallwork Latham,20th-century_English_medical_doctors,1,18,2,0,1974
17094,Ran Laurie,20th-century_English_medical_doctors,0,13,1,0,1028
17095,Richard Lawson (Green politician),20th-century_English_medical_doctors,0,35,2,0,1624
17096,Walter Sydney Lazarus-Barlow,20th-century_English_medical_doctors,0,16,1,0,1284
17097,Rodney Ledward,20th-century_English_medical_doctors,0,12,0,0,874
17098,Ronald Lee (cricketer),20th-century_English_medical_doctors,0,9,2,0,1163
17099,Thomas Morison Legge,20th-century_English_medical_doctors,1,29,5,0,2188
17100,Geoffrey D. Lehmann,20th-century_English_medical_doctors,8,0,0,0,387
17101,Tom Lewis (physician),20th-century_English_medical_doctors,15,1,5,0,1183
17102,Spencer Lister,20th-century_English_medical_doctors,0,8,0,0,741
17103,Edward Liveing,20th-century_English_medical_doctors,0,12,0,0,935
17104,Thomas Lodwig,20th-century_English_medical_doctors,8,7,0,0,1276
17105,John Lorber,20th-century_English_medical_doctors,0,21,0,0,1523
17106,Richard Luce (surgeon),20th-century_English_medical_doctors,0,28,0,0,1024
17107,Arthur P. Luff,20th-century_English_medical_doctors,0,17,1,0,1069
17108,Pardey Lukis,20th-century_English_medical_doctors,0,13,1,0,850
17109,Cecil Lyster,20th-century_English_medical_doctors,1,34,4,0,1359
17110,Greville MacDonald,20th-century_English_medical_doctors,22,0,0,0,2541
17111,Stephen Mackenzie,20th-century_English_medical_doctors,9,110,12,0,5097
17112,John Allan Maling,20th-century_English_medical_doctors,13,1,1,0,917
17113,Netar Mallick,20th-century_English_medical_doctors,0,13,2,0,1590
17114,Felix Mann,20th-century_English_medical_doctors,0,52,4,0,2341
17115,John Marks (doctor),20th-century_English_medical_doctors,0,16,0,0,1378
17116,Howard Marshall (rugby union),20th-century_English_medical_doctors,0,10,0,0,984
17117,Adrian Marston,20th-century_English_medical_doctors,0,30,7,0,1120
17118,Howard Martin,20th-century_English_medical_doctors,0,4,0,0,352
17119,Richard Massingham,20th-century_English_medical_doctors,26,0,1,0,1147
17120,William Valentine Mayneord,20th-century_English_medical_doctors,1,15,0,0,1025
17121,Arthur Mayo-Robson,20th-century_English_medical_doctors,16,0,0,0,1154
17122,Alan McGlashan,20th-century_English_medical_doctors,0,14,0,0,1075
17123,Jan McLelland,20th-century_English_medical_doctors,0,0,0,0,514
17124,William Henry McMenemey,20th-century_English_medical_doctors,32,3,0,0,2313
17125,Ian McWhinney,20th-century_English_medical_doctors,27,70,3,0,6202
17126,Roy Meadow,20th-century_English_medical_doctors,0,17,1,0,1821
17127,Jed Mercurio,20th-century_English_medical_doctors,23,2,1,0,2417
17128,Anne Merriman,20th-century_English_medical_doctors,0,9,1,0,912
17129,Killick Millard,20th-century_English_medical_doctors,0,8,0,0,236
17130,Peter Millard,20th-century_English_medical_doctors,0,24,1,0,2854
17131,Malcolm Davenport Milne,20th-century_English_medical_doctors,0,15,0,0,1203
17132,Allan Glaisyer Minns,20th-century_English_medical_doctors,0,9,0,0,838
17133,Allan Noel Minns,20th-century_English_medical_doctors,0,23,3,0,1647
17134,Robert Oswald Moon,20th-century_English_medical_doctors,0,19,1,0,1515
17135,David Moor,20th-century_English_medical_doctors,6,51,1,0,2434
17136,"Sir Norman Moore, 1st Baronet",20th-century_English_medical_doctors,1,66,3,0,3301
17137,"Charles Wilson, 1st Baron Moran",20th-century_English_medical_doctors,0,35,0,0,1442
17138,Alfred Morcom,20th-century_English_medical_doctors,0,12,0,0,936
17139,Egbert Coleby Morland,20th-century_English_medical_doctors,0,26,1,0,3039
17140,David Morley (paediatrician),20th-century_English_medical_doctors,0,9,0,0,764
17141,David Morrell (doctor),20th-century_English_medical_doctors,0,13,2,0,1412
17142,Arthur Albert St. Mouritz,20th-century_English_medical_doctors,0,15,0,0,1034
17143,Marwood Munden,20th-century_English_medical_doctors,0,18,1,0,1030
17144,Edward Murphy (cricketer),20th-century_English_medical_doctors,0,12,0,0,1123
17145,David Stark Murray,20th-century_English_medical_doctors,37,0,3,0,2859
17146,Andrew Murrison,20th-century_English_medical_doctors,0,10,0,0,774
17147,Frederick Needham,20th-century_English_medical_doctors,0,2,0,0,523
17148,Charles Edward Newman,20th-century_English_medical_doctors,1,29,1,0,2107
17149,John Newsom-Davis,20th-century_English_medical_doctors,0,22,0,0,932
17150,Kenneth Newton,20th-century_English_medical_doctors,0,16,1,0,1133
17151,Howard Nicholson,20th-century_English_medical_doctors,4,71,8,0,4261
17152,Michael O'Donnell (physician),20th-century_English_medical_doctors,0,29,3,0,3286
17153,Josiah Oldfield,20th-century_English_medical_doctors,16,7,1,0,1532
17154,Noël Olivier,20th-century_English_medical_doctors,3,44,3,0,2407
17155,Thomas Horrocks Openshaw,20th-century_English_medical_doctors,0,6,0,0,742
17156,David Owen,20th-century_English_medical_doctors,0,8,0,0,939
17157,Edmund Owen,20th-century_English_medical_doctors,1,18,3,0,1119
17158,Harry Paddon,20th-century_English_medical_doctors,0,8,1,0,845
17159,John Parkinson (cardiologist),20th-century_English_medical_doctors,0,24,2,0,1491
17160,John Herbert Parsons,20th-century_English_medical_doctors,0,21,1,0,2075
17161,Eden Paul,20th-century_English_medical_doctors,20,1,0,0,1440
17162,Michael Peckham,20th-century_English_medical_doctors,0,15,1,0,1378
17163,Hugh Pemberton,20th-century_English_medical_doctors,117,5,8,0,3964
17164,Mary Percy Jackson,20th-century_English_medical_doctors,0,26,1,0,585
17165,Cooper Perry,20th-century_English_medical_doctors,0,12,0,0,1050
17166,John Petro,20th-century_English_medical_doctors,0,5,0,0,815
17167,George Hare Philipson,20th-century_English_medical_doctors,0,7,0,0,317
17168,John Phillips (physician),20th-century_English_medical_doctors,0,15,0,0,861
17169,Bedford Pierce,20th-century_English_medical_doctors,0,10,2,0,1108
17170,Charles Bagge Plowright,20th-century_English_medical_doctors,1,24,1,0,1587
17171,Arnold Pomfret,20th-century_English_medical_doctors,0,58,2,0,3822
17172,Philip Poole-Wilson,20th-century_English_medical_doctors,0,14,0,0,938
17173,Edward Palmer Poulton,20th-century_English_medical_doctors,0,46,1,0,1818
17174,Frederic John Poynton,20th-century_English_medical_doctors,1,40,0,0,2097
17175,Jack Preger,20th-century_English_medical_doctors,13,3,1,0,1939
17176,Jean Purdy,20th-century_English_medical_doctors,1,8,3,0,723
17177,Peter Pye,20th-century_English_medical_doctors,2,4,2,0,1083
17178,Robert Russell Race,20th-century_English_medical_doctors,0,13,0,0,734
17179,Alan Randle,20th-century_English_medical_doctors,0,12,0,1,1330
17180,Philip Randle,20th-century_English_medical_doctors,0,14,2,0,924
17181,John Ranking,20th-century_English_medical_doctors,0,14,1,0,3783
17182,Nathan Raw,20th-century_English_medical_doctors,0,29,2,0,1332
17183,Lesley Rees,20th-century_English_medical_doctors,1,27,1,0,1522
17184,Philip Rees (medical missionary),20th-century_English_medical_doctors,0,15,0,0,1285
17185,David Rice (psychiatrist),20th-century_English_medical_doctors,0,31,0,0,1928
17186,Derek Richter,20th-century_English_medical_doctors,55,1,4,0,5134
17187,Harold Ridley (ophthalmologist),20th-century_English_medical_doctors,4,0,0,0,804
17188,Jane Roberts (politician),20th-century_English_medical_doctors,0,4,0,0,293
17189,George Drummond Robinson,20th-century_English_medical_doctors,0,16,0,0,1997
17190,Leonard Rogers,20th-century_English_medical_doctors,0,29,1,0,1694
17191,Humphry Rolleston,20th-century_English_medical_doctors,0,6,1,0,760
17192,John Davy Rolleston,20th-century_English_medical_doctors,0,18,0,0,921
17193,James Augustus Rooth,20th-century_English_medical_doctors,0,18,0,0,1308
17194,Gwyn Rowlands,20th-century_English_medical_doctors,36,0,0,0,1376
17195,Anthony Ryle,20th-century_English_medical_doctors,0,12,3,0,1534
17196,John Ryle (physician),20th-century_English_medical_doctors,2,36,3,0,1887
17197,Eric Saint,20th-century_English_medical_doctors,1,46,1,0,2972
17198,Caleb Saleeby,20th-century_English_medical_doctors,1,41,1,0,2580
17199,Alfred Salter,20th-century_English_medical_doctors,0,14,1,0,995
17200,Louis Westenra Sambon,20th-century_English_medical_doctors,0,10,0,0,813
17201,Paul Sandifer,20th-century_English_medical_doctors,27,1,2,0,1519
17202,Arthur Ernest Sansom,20th-century_English_medical_doctors,0,12,0,0,742
17203,Wendy Savage,20th-century_English_medical_doctors,3,0,0,0,1028
17204,John Guyett Scadding,20th-century_English_medical_doctors,69,3,2,0,2235
17205,Eleanor Schill,20th-century_English_medical_doctors,0,33,0,0,1707
17206,Ronald Bodley Scott,20th-century_English_medical_doctors,0,37,3,0,3297
17207,Eric Frank Scowen,20th-century_English_medical_doctors,0,17,0,0,1145
17208,John R. Seale,20th-century_English_medical_doctors,3,69,3,0,3045
17209,"Samuel Segal, Baron Segal",20th-century_English_medical_doctors,0,14,1,0,436
17210,Charles Sergel,20th-century_English_medical_doctors,0,1,0,0,609
17211,William Geoffrey Shakespeare,20th-century_English_medical_doctors,0,14,0,0,1866
17212,Darwin Shaw,20th-century_English_medical_doctors,0,1,0,0,312
17213,Lauriston Elgie Shaw,20th-century_English_medical_doctors,0,43,4,0,2731
17214,Joseph Harold Sheldon,20th-century_English_medical_doctors,0,2,0,0,122
17215,Wilfrid Percy Henry Sheldon,20th-century_English_medical_doctors,0,16,0,0,2556
17216,Alexander Sherlock,20th-century_English_medical_doctors,23,90,12,0,5980
17217,John Parsons Shillingford,20th-century_English_medical_doctors,0,14,0,0,1110
17218,Harold Shipman,20th-century_English_medical_doctors,1,0,0,0,845
17219,Joseph Bower Siddall,20th-century_English_medical_doctors,0,7,0,0,676
17220,Alison Sinclair (author),20th-century_English_medical_doctors,0,37,1,0,2623
17221,John Sinclair (physician),20th-century_English_medical_doctors,0,15,0,0,1042
17222,Paul Sinha,20th-century_English_medical_doctors,1,9,0,0,1871
17223,Arthur Skey,20th-century_English_medical_doctors,0,30,0,0,1405
17224,Peter Sleight,20th-century_English_medical_doctors,23,0,0,0,1010
17225,Arthur Sloggett,20th-century_English_medical_doctors,0,14,1,0,2129
17226,Honor Smith,20th-century_English_medical_doctors,0,11,0,0,1181
17227,James Calvert Spence,20th-century_English_medical_doctors,2,16,0,0,1863
17228,Edmund Ivens Spriggs,20th-century_English_medical_doctors,0,22,1,0,1312
17229,Samuel Squire Sprigge,20th-century_English_medical_doctors,0,5,0,0,777
17230,Patrick Steptoe,20th-century_English_medical_doctors,0,11,1,0,967
17231,Howard Stoate,20th-century_English_medical_doctors,28,0,0,1,1632
17232,Malcolm Stoddart-Scott,20th-century_English_medical_doctors,0,23,2,0,1808
17233,John Fisher Stokes,20th-century_English_medical_doctors,0,32,2,0,2003
17234,Lennard Stokes,20th-century_English_medical_doctors,28,0,0,0,1262
17235,"John Stopford, Baron Stopford of Fallowfield",20th-century_English_medical_doctors,0,14,1,0,993
17236,Fred Stratton,20th-century_English_medical_doctors,1,14,1,0,964
17237,Thomas Stuttaford,20th-century_English_medical_doctors,32,0,1,0,2238
17238,Jack Suchet,20th-century_English_medical_doctors,7,0,1,0,945
17239,Edith Summerskill,20th-century_English_medical_doctors,0,15,0,0,1410
17240,Shirley Summerskill,20th-century_English_medical_doctors,1,17,1,0,2117
17241,John Douglas Swales,20th-century_English_medical_doctors,4,0,0,0,648
17242,Jim Swire,20th-century_English_medical_doctors,6,55,11,0,3249
17243,Charity Taylor,20th-century_English_medical_doctors,0,21,3,0,1416
17244,Frederick Howard Taylor,20th-century_English_medical_doctors,1,20,1,0,2350
17245,Herbert Hudson Taylor,20th-century_English_medical_doctors,0,5,0,1,880
17246,Richard Taylor (British politician),20th-century_English_medical_doctors,0,18,1,0,856
17247,Charles J. S. Thompson,20th-century_English_medical_doctors,0,2,0,0,118
17248,Arthur Thomson (physician),20th-century_English_medical_doctors,1,22,0,0,1726
17249,James Hugh Thursfield,20th-century_English_medical_doctors,0,7,3,0,1060
17250,Henry Letheby Tidy,20th-century_English_medical_doctors,0,29,3,0,1399
17251,John W. Todd,20th-century_English_medical_doctors,0,14,0,0,1210
17252,Geoffrey Tovey,20th-century_English_medical_doctors,0,15,0,0,652
17253,"Anthony Trafford, Baron Trafford",20th-century_English_medical_doctors,1,33,0,0,1589
17254,Edward Treacher Collins,20th-century_English_medical_doctors,0,6,0,0,705
17255,Charles Lloyd Tuckey,20th-century_English_medical_doctors,0,5,0,0,255
17256,Robert Turner (professor of medicine),20th-century_English_medical_doctors,0,16,0,0,2105
17257,Frank Edward Tylecote,20th-century_English_medical_doctors,0,7,0,0,807
17258,James Underwood,20th-century_English_medical_doctors,0,22,0,0,1459
17259,Michael Osborne Waddell,20th-century_English_medical_doctors,16,1,0,0,1161
17260,Bernard Waddy,20th-century_English_medical_doctors,0,16,0,0,1148
17261,Jane Harriett Walker,20th-century_English_medical_doctors,0,14,1,0,2126
17262,Hank Wangford,20th-century_English_medical_doctors,0,10,0,0,769
17263,Stephen Ward,20th-century_English_medical_doctors,0,9,0,0,787
17264,Hugh de Wardener,20th-century_English_medical_doctors,0,14,1,0,1547
17265,Thomas Walter Warnes,20th-century_English_medical_doctors,0,30,1,0,2372
17266,David Weatherall,20th-century_English_medical_doctors,0,19,0,0,327
17267,John Webb (paediatrician),20th-century_English_medical_doctors,50,2,2,0,2179
17268,John Wedgwood (doctor),20th-century_English_medical_doctors,1,35,2,0,1488
17269,George Crichton Wells,20th-century_English_medical_doctors,0,10,0,0,1037
17270,Mary White (physician),20th-century_English_medical_doctors,0,19,0,0,1448
17271,Arthur Whitfield,20th-century_English_medical_doctors,0,10,0,0,1402
17272,Allan George Williams Whitfield,20th-century_English_medical_doctors,22,2,0,0,1218
17273,David Widgery,20th-century_English_medical_doctors,0,25,2,0,1609
17274,Darrell Wilkinson,20th-century_English_medical_doctors,0,8,0,0,967
17275,John Frederick Wilkinson,20th-century_English_medical_doctors,0,8,0,0,1000
17276,"William Wilkinson (cricketer, born 1857)",20th-century_English_medical_doctors,0,9,0,0,965
17277,Charles Theodore Williams,20th-century_English_medical_doctors,0,6,0,0,905
17278,Thomas Williams (Kennington MP),20th-century_English_medical_doctors,0,9,1,0,816
17279,Willoughby Mason Willoughby,20th-century_English_medical_doctors,45,0,2,0,5040
17280,Edward Adrian Wilson,20th-century_English_medical_doctors,0,27,0,0,2223
17281,"Michael Winstanley, Baron Winstanley",20th-century_English_medical_doctors,0,6,0,0,825
17282,Leslie John Witts,20th-century_English_medical_doctors,148,5,9,0,7473
17283,Richard Norris Wolfenden,20th-century_English_medical_doctors,0,14,0,0,1184
17284,Gordon Wolstenholme,20th-century_English_medical_doctors,25,3,0,0,1215
17285,Eluned Woodford-Williams,20th-century_English_medical_doctors,0,6,0,0,1293
17286,Cecil Charles Worster-Drought,20th-century_English_medical_doctors,0,14,1,0,601
17287,Guy T. Wrench,20th-century_English_medical_doctors,0,14,0,0,1341
17288,Verna Wright,20th-century_English_medical_doctors,0,10,0,0,723
17289,Walter Essex Wynter,20th-century_English_medical_doctors,0,0,0,0,197
17290,James Ormiston Affleck,20th-century_Scottish_medical_doctors,0,18,0,0,1033
17291,Jock Alves,20th-century_Scottish_medical_doctors,0,19,0,0,1436
17292,Gavin Arneil,20th-century_Scottish_medical_doctors,0,14,1,0,1338
17293,Melville Arnott,20th-century_Scottish_medical_doctors,0,9,0,0,879
17294,Dugald Baird,20th-century_Scottish_medical_doctors,0,21,1,0,1533
17295,Andrew Balfour,20th-century_Scottish_medical_doctors,1,70,0,0,3375
17296,John William Ballantyne,20th-century_Scottish_medical_doctors,0,26,0,0,1142
17297,William Burney Bannerman,20th-century_Scottish_medical_doctors,1,37,0,0,1424
17298,George Beatson,20th-century_Scottish_medical_doctors,0,33,0,0,1597
17299,Alexander Biggam,20th-century_Scottish_medical_doctors,0,13,0,0,945
17300,Douglas Black (physician),20th-century_Scottish_medical_doctors,0,9,0,0,1004
17301,James Black (pharmacologist),20th-century_Scottish_medical_doctors,3,76,0,0,5065
17302,Norman Blacklock,20th-century_Scottish_medical_doctors,1,31,1,0,1166
17303,Francis Darby Boyd,20th-century_Scottish_medical_doctors,0,17,1,0,1058
17304,John Boyd (bacteriologist),20th-century_Scottish_medical_doctors,2,11,0,0,492
17305,John Milne Bramwell,20th-century_Scottish_medical_doctors,0,65,10,1,4808
17306,James A. C. Brown,20th-century_Scottish_medical_doctors,1,15,0,0,545
17307,John Brownlee (statistician),20th-century_Scottish_medical_doctors,0,6,0,0,795
17308,John Mitchell Bruce,20th-century_Scottish_medical_doctors,0,18,0,0,1354
17309,W. Ironside Bruce,20th-century_Scottish_medical_doctors,0,35,1,0,1700
17310,Elizabeth Bryson,20th-century_Scottish_medical_doctors,22,0,0,0,1102
17311,E. T. Burke,20th-century_Scottish_medical_doctors,0,8,0,0,995
17312,James Cameron (physicist),20th-century_Scottish_medical_doctors,0,18,1,0,1083
17313,Samuel James Cameron,20th-century_Scottish_medical_doctors,0,15,0,0,1227
17314,James Cantlie,20th-century_Scottish_medical_doctors,0,16,0,0,1176
17315,Joseph Carne-Ross,20th-century_Scottish_medical_doctors,0,4,1,0,814
17316,Steven Carstairs,20th-century_Scottish_medical_doctors,0,5,0,0,571
17317,Wilson Carswell,20th-century_Scottish_medical_doctors,0,7,0,0,791
17318,John Cattanach (shinty),20th-century_Scottish_medical_doctors,0,6,0,0,662
17319,Dugald Christie (missionary),20th-century_Scottish_medical_doctors,0,5,0,0,1185
17320,Archie Cochrane,20th-century_Scottish_medical_doctors,0,37,1,0,2681
17321,John Collie (doctor),20th-century_Scottish_medical_doctors,0,18,2,0,879
17322,John Comrie,20th-century_Scottish_medical_doctors,0,5,0,0,883
17323,William Stuart Mcrae Craig,20th-century_Scottish_medical_doctors,1,18,1,0,881
17324,Charles Creighton (physician),20th-century_Scottish_medical_doctors,0,25,0,0,1073
17325,Hugh Crichton-Miller,20th-century_Scottish_medical_doctors,0,24,1,0,1249
17326,Eileen Crofton,20th-century_Scottish_medical_doctors,21,0,2,0,1333
17327,John Crofton,20th-century_Scottish_medical_doctors,0,34,4,0,1879
17328,A. J. Cronin,20th-century_Scottish_medical_doctors,6,87,1,0,6868
17329,Daniel John Cunningham,20th-century_Scottish_medical_doctors,1,25,0,0,1635
17330,David Cuthbertson,20th-century_Scottish_medical_doctors,0,13,0,0,1078
17331,William Mackay Davidson,20th-century_Scottish_medical_doctors,0,12,0,0,827
17332,Ian Donald,20th-century_Scottish_medical_doctors,3,112,16,0,9311
17333,Alexander Stuart Douglas,20th-century_Scottish_medical_doctors,0,19,2,0,966
17334,James Dow (physician),20th-century_Scottish_medical_doctors,0,11,0,0,1006
17335,Arthur Conan Doyle,20th-century_Scottish_medical_doctors,4,232,17,0,15624
17336,Stewart Duke-Elder,20th-century_Scottish_medical_doctors,0,15,1,0,1257
17337,Derrick Dunlop,20th-century_Scottish_medical_doctors,1,20,2,0,1375
17338,Ernest Dunlop,20th-century_Scottish_medical_doctors,0,16,0,0,785
17339,Alexander Edington,20th-century_Scottish_medical_doctors,0,20,0,0,1636
17340,George Henry Edington,20th-century_Scottish_medical_doctors,0,20,0,0,1092
17341,Walter Elliot (Scottish politician),20th-century_Scottish_medical_doctors,5,86,1,0,5153
17342,Alexander Farquharson,20th-century_Scottish_medical_doctors,0,34,1,0,1546
17343,Henry Faulds,20th-century_Scottish_medical_doctors,0,43,1,0,1776
17344,Thomas Ferguson (physician),20th-century_Scottish_medical_doctors,0,25,1,0,1095
17345,David Ferrier,20th-century_Scottish_medical_doctors,0,21,2,0,2028
17346,David White Finlay,20th-century_Scottish_medical_doctors,0,29,1,0,1155
17347,Emil Fischbacher,20th-century_Scottish_medical_doctors,0,7,0,0,565
17348,Robert Alexander Fleming,20th-century_Scottish_medical_doctors,0,11,0,0,792
17349,John Flett (geologist),20th-century_Scottish_medical_doctors,0,6,1,0,1132
17350,David Flockhart,20th-century_Scottish_medical_doctors,0,2,0,0,563
17351,"Sir Ewan Forbes, 11th Baronet",20th-century_Scottish_medical_doctors,0,59,6,0,3651
17352,Robert Forgan,20th-century_Scottish_medical_doctors,0,20,0,0,1775
17353,William Hope Fowler,20th-century_Scottish_medical_doctors,0,20,2,0,1054
17354,Liam Fox,20th-century_Scottish_medical_doctors,1,161,21,0,16176
17355,Francis Richard Fraser,20th-century_Scottish_medical_doctors,0,10,0,0,1011
17356,John Fraser (physician),20th-century_Scottish_medical_doctors,0,17,0,0,824
17357,Kenneth Grant Fraser,20th-century_Scottish_medical_doctors,4,34,8,0,1993
17358,George Gauld (cricketer),20th-century_Scottish_medical_doctors,0,10,1,0,731
17359,George Alexander Gibson,20th-century_Scottish_medical_doctors,0,28,0,0,1796
17360,Ronald Girdwood,20th-century_Scottish_medical_doctors,0,0,0,0,621
17361,Abraham Goldberg,20th-century_Scottish_medical_doctors,0,26,0,0,1489
17362,Albert Alexander Gray,20th-century_Scottish_medical_doctors,0,14,1,0,845
17363,Robert Marcus Gunn,20th-century_Scottish_medical_doctors,0,17,0,0,905
17364,Douglas Guthrie,20th-century_Scottish_medical_doctors,1,51,1,0,3170
17365,Alexander Haig (physician),20th-century_Scottish_medical_doctors,0,51,3,0,4872
17366,Douglas Haldane,20th-century_Scottish_medical_doctors,0,49,2,0,2308
17367,Edward Hart (physician),20th-century_Scottish_medical_doctors,0,10,0,0,889
17368,William Frederick Harvey,20th-century_Scottish_medical_doctors,0,15,0,0,862
17369,Matthew Hay,20th-century_Scottish_medical_doctors,0,33,7,0,3228
17370,James Hendry (obstetrician),20th-century_Scottish_medical_doctors,0,12,0,0,291
17371,Lydia Manley Henry,20th-century_Scottish_medical_doctors,34,1,1,0,1476
17372,David Hepburn,20th-century_Scottish_medical_doctors,0,15,0,0,800
17373,Ian George Wilson Hill,20th-century_Scottish_medical_doctors,0,33,0,0,1139
17374,John Hodge (screenwriter),20th-century_Scottish_medical_doctors,0,6,0,0,829
17375,Kenneth Hunter,20th-century_Scottish_medical_doctors,0,18,0,0,1099
17376,"Sir Robert Hutchison, 1st Baronet",20th-century_Scottish_medical_doctors,0,64,4,0,3116
17377,Thomas Hutchison (politician),20th-century_Scottish_medical_doctors,0,13,0,0,762
17378,Alick Isaacs,20th-century_Scottish_medical_doctors,0,12,0,0,1167
17379,Wilson Jameson,20th-century_Scottish_medical_doctors,0,7,0,0,767
17380,William Allan Jamieson,20th-century_Scottish_medical_doctors,0,7,0,0,804
17381,Henry Halcro Johnston,20th-century_Scottish_medical_doctors,1,41,0,0,1653
17382,John McQueen Johnston,20th-century_Scottish_medical_doctors,0,12,0,0,689
